#BLASTP
#Strictness for accepting hits was >= 65% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>NP_001078563.1 FLC [organism=Arabidopsis thaliana] [GeneID=830878], 167 length
NP_001078563.1	BroT22.C02g43790.1_genome_15	43.195	169	86	4	1	160	1	168	6.29e-32	118	FAIL	PASS	15	
NP_001078563.1	BroT21.C05g34440.1_genome_13	43.195	169	86	4	1	160	1	168	6.29e-32	118	FAIL	PASS	13	
NP_001078563.1	BroT08.C02g44910.1_genome_11	43.195	169	86	4	1	160	1	168	6.29e-32	118	FAIL	PASS	11	
NP_001078563.1	BroT13.C02g45300.1_genome_5	43.195	169	86	4	1	160	1	168	6.29e-32	118	FAIL	PASS	5	
NP_001078563.1	BroT07.C02g45610.1_genome_4	43.195	169	86	4	1	160	1	168	6.29e-32	118	FAIL	PASS	4	
NP_001078563.1	BroT07.C03g65000.1_genome_4	38.012	171	95	1	1	160	1	171	6.32e-32	117	FAIL	PASS	4	
NP_001078563.1	rna-XM_013770438.1_genome_1	38.012	171	95	1	1	160	1	171	6.32e-32	117	FAIL	PASS	1	
NP_001078563.1	BroT02.C03g16410.1_genome_3	39.306	173	95	2	1	164	1	172	6.36e-32	116	FAIL	PASS	3	
NP_001078563.1	BroT13.C03g63980.1_genome_5	38.012	171	95	1	1	160	1	171	6.67e-32	117	FAIL	PASS	5	
NP_001078563.1	BroT17.C03g64700.1_genome_12	38.012	171	95	1	1	160	1	171	6.81e-32	117	FAIL	PASS	12	
NP_001078563.1	BroT08.C03g64020.1_genome_11	38.012	171	95	1	1	160	1	171	6.81e-32	117	FAIL	PASS	11	
NP_001078563.1	BroT10.C03g65150.1_genome_10	38.012	171	95	1	1	160	1	171	6.81e-32	117	FAIL	PASS	10	
NP_001078563.1	BroT19.C03g64750.1_genome_8	38.012	171	95	1	1	160	1	171	6.81e-32	117	FAIL	PASS	8	
NP_001078563.1	BroT02.C03g64350.1_genome_3	38.012	171	95	1	1	160	1	171	6.81e-32	117	FAIL	PASS	3	
NP_001078563.1	BroT17.C03g30530.1_genome_12	39.535	172	95	3	1	164	1	171	6.93e-32	117	FAIL	PASS	12	
NP_001078563.1	BolO_2g53420.1_genome_14	43.452	168	87	3	1	160	1	168	7.12e-32	118	FAIL	PASS	14	
NP_001078563.1	BroT10.C02g44440.1_genome_10	43.452	168	87	3	1	160	1	168	7.12e-32	118	FAIL	PASS	10	
NP_001078563.1	BroT06.C02g42860.1_genome_6	43.452	168	87	3	1	160	1	168	7.12e-32	118	FAIL	PASS	6	
NP_001078563.1	BroT02.C02g44330.1_genome_3	43.452	168	87	3	1	160	1	168	7.12e-32	118	FAIL	PASS	3	
NP_001078563.1	BroT13.C04g29010.1_genome_5	41.111	180	89	3	1	164	1	179	7.22e-32	118	FAIL	PASS	5	
NP_001078563.1	BroT12.C02g44670.1_genome_9	43.195	169	86	4	1	160	1	168	7.46e-32	118	FAIL	PASS	9	
NP_001078563.1	BroT17.C03g64310.1_genome_12	38.012	171	95	1	1	160	1	171	8.00e-32	117	FAIL	PASS	12	
NP_001078563.1	BroT22.C03g64780.1_genome_15	38.012	171	95	1	1	160	1	171	8.09e-32	117	FAIL	PASS	15	
NP_001078563.1	BroT21.C03g62820.1_genome_13	38.012	171	95	1	1	160	1	171	8.09e-32	117	FAIL	PASS	13	
NP_001078563.1	BroT24.C03g61900.1_genome_7	38.012	171	95	1	1	160	1	171	8.09e-32	117	FAIL	PASS	7	
NP_001078563.1	BolO_4g33870.1_genome_14	41.111	180	89	3	1	164	1	179	8.75e-32	117	FAIL	PASS	14	
NP_001078563.1	BroT21.C04g24940.1_genome_13	41.111	180	89	3	1	164	1	179	8.75e-32	117	FAIL	PASS	13	
NP_001078563.1	BroT08.C04g28990.1_genome_11	41.111	180	89	3	1	164	1	179	8.75e-32	117	FAIL	PASS	11	
NP_001078563.1	BroT10.C04g29470.1_genome_10	41.111	180	89	3	1	164	1	179	8.75e-32	117	FAIL	PASS	10	
NP_001078563.1	BroT19.C04g29540.1_genome_8	41.111	180	89	3	1	164	1	179	8.75e-32	117	FAIL	PASS	8	
NP_001078563.1	BroT06.C04g27560.1_genome_6	41.111	180	89	3	1	164	1	179	8.75e-32	117	FAIL	PASS	6	
NP_001078563.1	bro4G03373.1_genome_2	41.111	180	89	3	1	164	8	186	9.11e-32	118	FAIL	PASS	2	
NP_001078563.1	BroT22.C04g29330.1_genome_15	41.111	180	89	3	1	164	8	186	1.05e-31	117	FAIL	PASS	15	
NP_001078563.1	BroT17.C04g30650.1_genome_12	41.111	180	89	3	1	164	8	186	1.05e-31	117	FAIL	PASS	12	
NP_001078563.1	BroT12.C04g29790.1_genome_9	41.111	180	89	3	1	164	8	186	1.05e-31	117	FAIL	PASS	9	
NP_001078563.1	BroT24.C04g27610.1_genome_7	41.111	180	89	3	1	164	8	186	1.05e-31	117	FAIL	PASS	7	
NP_001078563.1	BroT02.C04g28860.1_genome_3	41.111	180	89	3	1	164	8	186	1.05e-31	117	FAIL	PASS	3	
NP_001078563.1	rna-XM_013778587.1_genome_1	41.111	180	89	3	1	164	8	186	1.05e-31	117	FAIL	PASS	1	
NP_001078563.1	BroT13.C07g45460.1_genome_5	47.973	148	65	4	1	139	1	145	1.78e-31	115	FAIL	PASS	5	
NP_001078563.1	BolO_2g65910.1_genome_14	57.843	102	43	0	63	164	1	102	1.84e-31	113	FAIL	FAIL	14	
NP_001078563.1	BroT10.C02g54920.1_genome_10	57.843	102	43	0	63	164	1	102	1.84e-31	113	FAIL	FAIL	10	
NP_001078563.1	BroT12.C02g56130.1_genome_9	57.843	102	43	0	63	164	1	102	1.84e-31	113	FAIL	FAIL	9	
NP_001078563.1	BroT19.C02g55100.1_genome_8	57.843	102	43	0	63	164	1	102	1.84e-31	113	FAIL	FAIL	8	
NP_001078563.1	rna-XM_013764733.1_genome_1	57.843	102	43	0	63	164	1	102	1.84e-31	113	FAIL	FAIL	1	
NP_001078563.1	BroT10.C02g48060.1_genome_10	42.282	149	78	2	1	141	1	149	2.43e-31	116	FAIL	PASS	10	
NP_001078563.1	BroT07.C02g49080.1_genome_4	42.282	149	78	2	1	141	1	149	2.43e-31	116	FAIL	PASS	4	
NP_001078563.1	BolO_7g54180.1_genome_14	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	14	
NP_001078563.1	BroT10.C07g45530.1_genome_10	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	10	
NP_001078563.1	BroT12.C07g45960.1_genome_9	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	9	
NP_001078563.1	BroT19.C07g45550.1_genome_8	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	8	
NP_001078563.1	BroT24.C07g43560.1_genome_7	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	7	
NP_001078563.1	BroT06.C07g43570.1_genome_6	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	6	
NP_001078563.1	bro7G05084.1_genome_2	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	2	
NP_001078563.1	rna-XM_013738677.1_genome_1	47.973	148	65	4	1	139	1	145	3.17e-31	115	FAIL	PASS	1	
NP_001078563.1	BroT19.C03g26710.1_genome_8	41.667	168	89	3	1	160	1	167	3.70e-31	114	FAIL	PASS	8	
NP_001078563.1	BroT08.C02g48440.1_genome_11	43.709	151	73	4	1	141	1	149	3.88e-31	115	FAIL	PASS	11	
NP_001078563.1	bro2G05502.1_genome_2	43.709	151	73	4	1	141	1	149	3.88e-31	115	FAIL	PASS	2	
NP_001078563.1	BroT12.C09g51510.1_genome_9	42.286	175	87	4	1	161	1	175	4.07e-31	116	FAIL	PASS	9	
NP_001078563.1	rna-XM_013771345.1_genome_1	38.953	172	96	3	1	164	2	172	4.14e-31	115	FAIL	PASS	1	
NP_001078563.1	BroT22.C03g16750.1_genome_15	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	15	
NP_001078563.1	BolO_3g18290.1_genome_14	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	14	
NP_001078563.1	BroT21.C03g16330.1_genome_13	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	13	
NP_001078563.1	BroT08.C03g16320.1_genome_11	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	11	
NP_001078563.1	BroT10.C03g17120.1_genome_10	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	10	
NP_001078563.1	BroT24.C03g16470.1_genome_7	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	7	
NP_001078563.1	BroT06.C03g16180.1_genome_6	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	6	
NP_001078563.1	BroT13.C03g16850.1_genome_5	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	5	
NP_001078563.1	BroT07.C03g16850.1_genome_4	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	4	
NP_001078563.1	bro5G08025.1_genome_2	38.728	173	96	2	1	164	1	172	4.20e-31	114	FAIL	PASS	2	
NP_001078563.1	BroT22.C02g47260.1_genome_15	43.709	151	73	4	1	141	1	149	4.53e-31	115	FAIL	PASS	15	
NP_001078563.1	BroT21.C02g46590.1_genome_13	43.709	151	73	4	1	141	1	149	4.53e-31	115	FAIL	PASS	13	
NP_001078563.1	BroT17.C02g50730.1_genome_12	43.709	151	73	4	1	141	1	149	4.53e-31	115	FAIL	PASS	12	

##sequence 2,>NP_001154703.1 FLC [organism=Arabidopsis thaliana] [GeneID=830878], 186 length
NP_001154703.1	BroT24.C03g04420.1_genome_7	84.663	163	25	0	1	163	1	163	3.38e-93	273	PASS	PASS	7	3	GWHDTYK00000003	2219793	2222914	3122	197	BroT24.C03g04420.1	-	80670801	0	BroT24.C03g04420	-	80670800
NP_001154703.1	BroT06.C03g04460.1_genome_6	84.663	163	25	0	1	163	1	163	3.38e-93	273	PASS	PASS	6	3	GWHDTYJ00000003	2272929	2276050	3122	197	BroT06.C03g04460.1	-	80080880	0	BroT06.C03g04460	-	80080879
NP_001154703.1	BroT13.C03g04740.1_genome_5	84.663	163	25	0	1	163	1	163	3.38e-93	273	PASS	PASS	5	7	GWHDTYE00000007	2537023	2540144	3122	197	BroT13.C03g04740.1	-	79662617	0	BroT13.C03g04740	-	79662616
NP_001154703.1	BroT07.C03g04790.1_genome_4	84.663	163	25	0	1	163	1	163	3.38e-93	273	PASS	PASS	4	7	GWHDTYA00000007	2560302	2563423	3122	197	BroT07.C03g04790.1	-	79045504	0	BroT07.C03g04790	-	79045503
NP_001154703.1	bro5G09296.1_genome_2	84.663	163	25	0	1	163	1	163	3.38e-93	273	PASS	PASS	2	1	GWHBKLA00000001	76829979	76833100	3122	197	bro5G09296.1	-	77482816	0	bro5G09296	-	77482815
NP_001154703.1	BroT08.C03g04480.1_genome_11	85.890	163	23	0	1	163	1	163	9.91e-86	254	PASS	PASS	11	1	GWHDUBL00000001	2204760	2208071	3312	197	BroT08.C03g04480.1	-	83007837	0	BroT08.C03g04480	-	83007836
NP_001154703.1	BroT10.C03g04930.1_genome_10	85.890	163	23	0	1	163	1	163	9.91e-86	254	PASS	PASS	10	9	GWHDUBI00000009	2463355	2466666	3312	197	BroT10.C03g04930.1	-	82911034	0	BroT10.C03g04930	-	82911033
NP_001154703.1	BroT19.C03g04560.1_genome_8	85.890	163	23	0	1	163	1	163	9.91e-86	254	PASS	PASS	8	6	GWHDTYL00000006	2336851	2340140	3290	197	BroT19.C03g04560.1	-	81476966	0	BroT19.C03g04560	-	81476965
NP_001154703.1	BroT02.C03g04620.1_genome_3	85.890	163	23	0	1	163	1	163	9.91e-86	254	PASS	PASS	3	8	GWHDTWX00000008	2318879	2322190	3312	197	BroT02.C03g04620.1	-	78562605	0	BroT02.C03g04620	-	78562604
NP_001154703.1	rna-XM_013773027.1_genome_1	85.890	163	23	0	1	163	1	163	9.91e-86	254	PASS	PASS	1	3	NC_027750.1	2126418	2130146	3729	197	rna-XM_013773027.1	XM_013773027.1	76831022	0	gene-LOC106334698	LOC106334698	76831021
NP_001154703.1	BroT22.C03g04930.1_genome_15	85.276	163	24	0	1	163	1	163	1.04e-84	251	PASS	PASS	15	3	C03	2600664	2603799	3136	197	BroT22.C03g04930.1	-	85723798	0	BroT22.C03g04930	-	85723797
NP_001154703.1	BroT21.C03g04510.1_genome_13	85.276	163	24	0	1	163	1	163	1.04e-84	251	PASS	PASS	13	3	GWHDUBS00000003	2320269	2323405	3137	197	BroT21.C03g04510.1	-	84400603	0	BroT21.C03g04510	-	84400602
NP_001154703.1	BroT17.C03g04650.1_genome_12	85.276	163	24	0	1	163	1	163	1.04e-84	251	PASS	PASS	12	22	GWHDUBP00000022	2231703	2234803	3101	197	BroT17.C03g04650.1	-	84040146	0	BroT17.C03g04650	-	84040145
NP_001154703.1	BroT12.C03g04620.1_genome_9	85.276	163	24	0	1	163	1	163	1.04e-84	251	PASS	PASS	9	3	GWHDUBH00000003	2232000	2235300	3301	197	BroT12.C03g04620.1	-	81896459	0	BroT12.C03g04620	-	81896458
NP_001154703.1	BroT10.C09g56270.1_genome_10	81.667	180	29	1	1	176	1	180	1.14e-84	251	PASS	PASS	10	1	GWHDUBI00000001	64665288	64673426	8139	197	BroT10.C09g56270.1	-	82449676	0	BroT10.C09g56270	-	82449675
NP_001154703.1	BroT06.C09g54360.1_genome_6	81.667	180	29	1	1	176	1	180	1.14e-84	251	PASS	PASS	6	9	GWHDTYJ00000009	61757541	61761817	4277	197	BroT06.C09g54360.1	-	80533292	0	BroT06.C09g54360	-	80533291
NP_001154703.1	rna-XM_013756817.1_genome_1	81.667	180	29	1	1	176	1	180	1.14e-84	251	PASS	PASS	1	9	NC_027756.1	51033814	51062348	28535	197	rna-XM_013756817.1	XM_013756817.1	77336388	0	gene-LOC106318713	LOC106318713	77336387
NP_001154703.1	BroT22.C09g53770.1_genome_15	81.667	180	29	1	1	176	1	180	1.16e-84	251	PASS	PASS	15	8	C09	60559275	60563431	4157	197	BroT22.C09g53770.1	-	86161892	0	BroT22.C09g53770	-	86161891
NP_001154703.1	BroT21.C09g54460.1_genome_13	81.667	180	29	1	1	176	1	180	1.16e-84	251	PASS	PASS	13	9	GWHDUBS00000009	59535071	59539226	4156	197	BroT21.C09g54460.1	-	84868365	0	BroT21.C09g54460	-	84868364
NP_001154703.1	BroT08.C09g55760.1_genome_11	81.667	180	29	1	1	176	1	180	1.16e-84	251	PASS	PASS	11	7	GWHDUBL00000007	63855664	63859819	4156	197	BroT08.C09g55760.1	-	83496457	0	BroT08.C09g55760	-	83496456
NP_001154703.1	BroT12.C09g56490.1_genome_9	81.667	180	29	1	1	176	1	180	1.16e-84	251	PASS	PASS	9	5	GWHDUBH00000005	58965673	58969828	4156	197	BroT12.C09g56490.1	-	82119087	0	BroT12.C09g56490	-	82119086
NP_001154703.1	BroT24.C09g53630.1_genome_7	81.667	180	29	1	1	176	1	180	1.16e-84	251	PASS	PASS	7	9	GWHDTYK00000009	59258759	59262915	4157	197	BroT24.C09g53630.1	-	81125041	0	BroT24.C09g53630	-	81125040
NP_001154703.1	BolO_9g65590.1_genome_14	87.805	164	20	0	1	164	1	164	1.38e-84	251	PASS	PASS	14	8	C09	62538681	62544526	5846	195	BolO_9g65590.1	-	85589803	0	BolO_9g65590	-	85589802
NP_001154703.1	BroT08.C09g55740.1_genome_11	87.805	164	20	0	1	164	1	164	1.38e-84	251	PASS	PASS	11	7	GWHDUBL00000007	63842668	63848173	5506	195	BroT08.C09g55740.1	-	83496435	0	BroT08.C09g55740	-	83496434
NP_001154703.1	BroT12.C09g56470.1_genome_9	87.805	164	20	0	1	164	1	164	1.38e-84	251	PASS	PASS	9	5	GWHDUBH00000005	58952656	58958166	5511	195	BroT12.C09g56470.1	-	82119065	0	BroT12.C09g56470	-	82119064
NP_001154703.1	BroT13.C09g55490.1_genome_5	87.805	164	20	0	1	164	1	164	1.38e-84	251	PASS	PASS	5	10	GWHDTYE00000010	61239350	61243557	4208	195	BroT13.C09g55490.1	-	79881995	0	BroT13.C09g55490	-	79881994
NP_001154703.1	BroT13.C09g55480.1_genome_5	87.805	164	20	0	1	164	1	164	1.65e-84	251	PASS	PASS	5	10	GWHDTYE00000010	61217501	61225894	8394	208	BroT13.C09g55480.1	-	79881977	0	BroT13.C09g55480	-	79881976
NP_001154703.1	BroT10.C09g56240.1_genome_10	87.805	164	20	0	1	164	1	164	2.29e-84	250	PASS	PASS	10	1	GWHDUBI00000001	64629709	64633718	4010	197	BroT10.C09g56240.1	-	82449630	0	BroT10.C09g56240	-	82449629
NP_001154703.1	BolO_9g65600.1_genome_14	81.111	180	30	1	1	176	1	180	5.10e-84	249	PASS	PASS	14	8	C09	62551864	62556327	4464	197	BolO_9g65600.1	-	85589821	0	BolO_9g65600	-	85589820
NP_001154703.1	BroT22.C09g53740.1_genome_15	81.111	180	30	1	1	176	1	180	1.10e-83	248	PASS	PASS	15	8	C09	60528585	60532602	4018	197	BroT22.C09g53740.1	-	86161852	0	BroT22.C09g53740	-	86161851
NP_001154703.1	BroT08.C09g55720.1_genome_11	81.111	180	30	1	1	176	1	180	1.10e-83	248	PASS	PASS	11	7	GWHDUBL00000007	63825037	63829053	4017	197	BroT08.C09g55720.1	-	83496413	0	BroT08.C09g55720	-	83496412
NP_001154703.1	BroT12.C09g56450.1_genome_9	81.111	180	30	1	1	176	1	180	1.10e-83	248	PASS	PASS	9	5	GWHDUBH00000005	58935004	58939021	4018	197	BroT12.C09g56450.1	-	82119043	0	BroT12.C09g56450	-	82119042
NP_001154703.1	BroT24.C09g53600.1_genome_7	81.111	180	30	1	1	176	1	180	1.10e-83	248	PASS	PASS	7	9	GWHDTYK00000009	59228080	59232097	4018	197	BroT24.C09g53600.1	-	81124999	0	BroT24.C09g53600	-	81124998
NP_001154703.1	BroT13.C09g55450.1_genome_5	81.111	180	30	1	1	176	1	180	1.10e-83	248	PASS	PASS	5	10	GWHDTYE00000010	61182149	61186135	3987	197	BroT13.C09g55450.1	-	79881935	0	BroT13.C09g55450	-	79881934
NP_001154703.1	bro9G06414.1_genome_2	81.111	180	30	1	1	176	1	180	1.10e-83	248	PASS	PASS	2	2	GWHBKLA00000002	62869994	62874010	4017	197	bro9G06414.1	-	77567945	0	bro9G06414	-	77567944
NP_001154703.1	BroT02.C09g56170.1_genome_3	87.805	164	20	0	1	164	1	164	1.32e-83	251	PASS	PASS	3	7	GWHDTWX00000007	61808235	61822128	13894	269	BroT02.C09g56170.1	-	78547965	0	BroT02.C09g56170	-	78547964
NP_001154703.1	BroT22.C09g53760.1_genome_15	87.805	164	20	0	1	164	1	164	3.07e-83	251	PASS	PASS	15	8	C09	60546251	60553290	7040	283	BroT22.C09g53760.1	-	86161874	0	BroT22.C09g53760	-	86161873
NP_001154703.1	BroT21.C09g54450.1_genome_13	87.805	164	20	0	1	164	1	164	3.07e-83	251	PASS	PASS	13	9	GWHDUBS00000009	59522045	59529084	7040	283	BroT21.C09g54450.1	-	84868347	0	BroT21.C09g54450	-	84868346
NP_001154703.1	BroT06.C09g54350.1_genome_6	88.415	164	19	0	1	164	1	164	4.17e-83	253	PASS	PASS	6	9	GWHDTYJ00000009	61714164	61750522	36359	354	BroT06.C09g54350.1	-	80533266	0	BroT06.C09g54350	-	80533265
NP_001154703.1	BroT06.C09g54350.1_genome_6	79.518	83	17	0	82	164	167	249	3.23e-23	97.8	PASS	FAIL	6	
NP_001154703.1	BroT24.C09g53620.1_genome_7	87.805	164	20	0	1	164	1	164	4.35e-83	251	PASS	PASS	7	9	GWHDTYK00000009	59245735	59252774	7040	310	BroT24.C09g53620.1	-	81125021	0	BroT24.C09g53620	-	81125020
NP_001154703.1	BroT19.C09g54900.1_genome_8	87.805	164	20	0	1	164	1	164	6.92e-83	251	PASS	PASS	8	5	GWHDTYL00000005	63873701	63881391	7691	332	BroT19.C09g54900.1	-	81462586	0	BroT19.C09g54900	-	81462585
NP_001154703.1	rna-XM_013756814.1_genome_1	87.805	164	20	0	1	164	1	164	8.81e-83	251	PASS	PASS	1	9	NC_027756.1	51011260	51016359	5100	331	rna-XM_013756814.1	XM_013756814.1	77336362	0	gene-LOC106318712	LOC106318712	77336361
NP_001154703.1	bro9G06417.1_genome_2	87.805	164	20	0	1	164	1	164	1.08e-82	251	PASS	PASS	2	2	GWHBKLA00000002	62900697	62908924	8228	336	bro9G06417.1	-	77567973	0	bro9G06417	-	77567972
NP_001154703.1	BroT17.C09g58400.1_genome_12	73.333	180	30	2	1	176	1	166	1.77e-82	245	PASS	PASS	12	3	GWHDUBP00000003	64214827	64219017	4191	183	BroT17.C09g58400.1	-	83693608	0	BroT17.C09g58400	-	83693607
NP_001154703.1	BroT02.C09g56120.1_genome_3	87.805	164	20	0	1	164	1	164	2.68e-82	251	PASS	PASS	3	7	GWHDTWX00000007	61785700	61793774	8075	376	BroT02.C09g56120.1	-	78547919	0	BroT02.C09g56120	-	78547918
NP_001154703.1	BroT10.C09g56260.1_genome_10	87.805	164	20	0	1	164	1	164	3.05e-82	252	PASS	PASS	10	1	GWHDUBI00000001	64653332	64659625	6294	414	BroT10.C09g56260.1	-	82449652	0	BroT10.C09g56260	-	82449651
NP_001154703.1	BroT13.C09g55470.1_genome_5	87.805	164	20	0	1	164	1	164	5.04e-82	251	PASS	PASS	5	10	GWHDTYE00000010	61205611	61211881	6271	403	BroT13.C09g55470.1	-	79881957	0	BroT13.C09g55470	-	79881956
NP_001154703.1	BolO_9g65570.2_genome_14	86.585	164	22	0	1	164	1	164	9.93e-82	246	PASS	PASS	14	8	C09	62521495	62526260	4766	257	BolO_9g65570.2	-	85589775	0	BolO_9g65570	-	85589774
NP_001154703.1	BroT10.C09g56280.1_genome_10	87.805	164	20	0	1	164	1	164	1.31e-81	253	PASS	PASS	10	1	GWHDUBI00000001	64687168	64695105	7938	503	BroT10.C09g56280.1	-	82449692	0	BroT10.C09g56280	-	82449691
NP_001154703.1	BroT08.C02g04460.1_genome_11	84.756	164	24	1	1	164	1	163	1.75e-81	249	PASS	PASS	11	8	GWHDUBL00000008	2681963	2688814	6852	364	BroT08.C02g04460.1	-	83510799	0	BroT08.C02g04460	-	83510798
NP_001154703.1	BroT10.C02g04020.1_genome_10	84.756	164	24	1	1	164	1	163	1.75e-81	249	PASS	PASS	10	7	GWHDUBI00000007	2337777	2344628	6852	364	BroT10.C02g04020.1	-	82781068	0	BroT10.C02g04020	-	82781067
NP_001154703.1	BroT12.C02g03680.1_genome_9	84.756	164	24	1	1	164	1	163	1.75e-81	249	PASS	PASS	9	4	GWHDUBH00000004	2148435	2155292	6858	364	BroT12.C02g03680.1	-	81993583	0	BroT12.C02g03680	-	81993582
NP_001154703.1	BroT02.C02g03840.1_genome_3	84.756	164	24	1	1	164	1	163	1.78e-81	249	PASS	PASS	3	1	GWHDTWX00000001	2258945	2265808	6864	364	BroT02.C02g03840.1	-	78103593	0	BroT02.C02g03840	-	78103592
NP_001154703.1	BroT17.C09g58390.1_genome_12	87.805	164	20	0	1	164	136	299	1.80e-81	251	PASS	PASS	12	3	GWHDUBP00000003	64196671	64208844	12174	434	BroT17.C09g58390.1	-	83693580	0	BroT17.C09g58390	-	83693579
NP_001154703.1	BroT02.C09g56180.1_genome_3	87.805	164	20	0	1	164	98	261	8.63e-81	251	PASS	PASS	3	7	GWHDTWX00000007	61824899	61837128	12230	484	BroT02.C09g56180.1	-	78547983	0	BroT02.C09g56180	-	78547982
NP_001154703.1	BroT17.C02g04030.1_genome_12	83.030	165	26	2	1	164	1	164	5.01e-79	243	PASS	PASS	12	23	GWHDUBP00000023	2434613	2441607	6995	365	BroT17.C02g04030.1	-	84137958	0	BroT17.C02g04030	-	84137957
NP_001154703.1	BroT06.C02g04020.1_genome_6	83.030	165	26	2	1	164	1	164	5.01e-79	243	PASS	PASS	6	2	GWHDTYJ00000002	2500847	2507841	6995	365	BroT06.C02g04020.1	-	80020414	0	BroT06.C02g04020	-	80020413
NP_001154703.1	BroT13.C02g03790.1_genome_5	83.030	165	26	2	1	164	1	164	5.01e-79	243	PASS	PASS	5	8	GWHDTYE00000008	2359958	2366952	6995	365	BroT13.C02g03790.1	-	79757973	0	BroT13.C02g03790	-	79757972
NP_001154703.1	BroT07.C02g04130.1_genome_4	83.030	165	26	2	1	164	1	164	5.01e-79	243	PASS	PASS	4	8	GWHDTYA00000008	2659664	2666658	6995	365	BroT07.C02g04130.1	-	79142170	0	BroT07.C02g04130	-	79142169
NP_001154703.1	BroT07.C09g55400.1_genome_4	87.805	164	20	0	1	164	1	164	5.74e-78	251	PASS	PASS	4	10	GWHDTYA00000010	60631391	60669583	38193	839	BroT07.C09g55400.1	-	79265508	0	BroT07.C09g55400	-	79265507
NP_001154703.1	BroT07.C09g55400.1_genome_4	74.725	91	23	0	74	164	348	438	3.47e-24	102	PASS	FAIL	4	
NP_001154703.1	BroT17.C09g58380.1_genome_12	83.041	171	22	1	1	164	1	171	4.53e-77	239	PASS	PASS	12	3	GWHDUBP00000003	64183399	64192432	9034	433	BroT17.C09g58380.1	-	83693554	0	BroT17.C09g58380	-	83693553
NP_001154703.1	BroT21.C07g45480.1_genome_13	83.230	161	26	1	4	164	141	300	1.32e-75	235	PASS	PASS	13	7	GWHDUBS00000007	49750154	49760640	10487	407	BroT21.C07g45480.1	-	84727811	0	BroT21.C07g45480	-	84727810
NP_001154703.1	bro5G07946.1_genome_2	75.000	164	32	3	1	164	1	155	5.88e-73	221	PASS	PASS	2	1	GWHBKLA00000001	69335220	69341970	6751	187	bro5G07946.1	-	77464795	0	bro5G07946	-	77464794
NP_001154703.1	BroT02.C02g54770.1_genome_3	67.273	165	54	0	1	165	1	165	9.88e-72	218	PASS	PASS	3	1	GWHDTWX00000001	68464932	68468788	3857	192	BroT02.C02g54770.1	-	78161361	0	BroT02.C02g54770	-	78161360
NP_001154703.1	BroT24.C02g54580.1_genome_7	67.273	165	54	0	1	165	1	165	1.65e-71	218	PASS	PASS	7	2	GWHDTYK00000002	63125572	63129501	3930	192	BroT24.C02g54580.1	-	80664345	0	BroT24.C02g54580	-	80664344
NP_001154703.1	BroT07.C02g56050.1_genome_4	67.273	165	54	0	1	165	1	165	1.65e-71	218	PASS	PASS	4	8	GWHDTYA00000008	65826596	65830451	3856	192	BroT07.C02g56050.1	-	79199966	0	BroT07.C02g56050	-	79199965
NP_001154703.1	bro2G06234.1_genome_2	67.273	165	54	0	1	165	1	165	1.65e-71	218	PASS	PASS	2	4	GWHBKLA00000004	63304892	63309099	4208	192	bro2G06234.1	-	77735410	0	bro2G06234	-	77735409
NP_001154703.1	BroT21.C02g03840.1_genome_13	77.439	164	32	1	1	164	1	159	3.56e-71	222	PASS	PASS	13	2	GWHDUBS00000002	2382295	2389134	6840	360	BroT21.C02g03840.1	-	84336901	0	BroT21.C02g03840	-	84336900
NP_001154703.1	BroT10.C02g54870.1_genome_10	67.273	165	54	0	1	165	37	201	4.96e-71	218	PASS	PASS	10	7	GWHDUBI00000007	68998484	69010551	12068	228	BroT10.C02g54870.1	-	82838080	0	BroT10.C02g54870	-	82838079
