#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 2,Genome 3,Genome 4
671062,accessory,4,1,,1,1,,
671068,accessory,1,3,,3,3,2,
671071,accessory,4,3,2,3,2,,
671072,accessory,3,2,1,2,,1,
671073,accessory,1,1,,,1,1,
671073,accessory,2,1,,,1,1,
671074,accessory,1,1,,1,1,,
671074,accessory,4,1,,1,1,,
671075,accessory,2,1,1,,,1,
671075,accessory,3,1,1,,,1,
671076,accessory,2,1,1,,,1,
671076,accessory,3,1,1,,,1,
671077,accessory,1,1,,,1,1,
671077,accessory,2,1,,,1,1,
671091,accessory,1,1,,1,,,
671091,accessory,3,1,,1,,,
671091,accessory,4,1,,1,,,
671094,accessory,2,1,1,,,,
671094,accessory,3,1,1,,,,
671094,accessory,4,1,1,,,,
671096,accessory,1,1,,,1,,
671096,accessory,2,1,,,1,,
671096,accessory,4,1,,,1,,
671098,accessory,1,1,,1,,,
671098,accessory,3,1,,1,,,
671098,accessory,4,1,,1,,,
671099,core,2,5,1,,1,1,
671109,accessory,3,3,3,2,,2,
671112,accessory,1,1,,,1,,
671112,accessory,2,1,,,1,,
671112,accessory,4,1,,,1,,
671113,accessory,1,2,,1,2,2,
671114,accessory,1,1,,1,,1,
671114,accessory,3,1,,1,,1,
671115,accessory,2,1,1,,1,,
671115,accessory,4,1,1,,1,,
671118,core,1,2,,,,1,
671118,core,2,2,,,,1,
671118,core,3,2,,,,1,
671131,accessory,1,1,,,1,,
671131,accessory,2,1,,,1,,
671131,accessory,4,1,,,1,,
671138,core,2,3,1,,1,1,
671141,accessory,1,1,,1,,,
671141,accessory,3,1,,1,,,
671141,accessory,4,1,,1,,,
671142,accessory,3,1,1,1,,,
671142,accessory,4,1,1,1,,,
671144,accessory,1,1,,,1,1,
671144,accessory,2,1,,,1,1,
671145,accessory,1,1,,1,,,
671145,accessory,3,1,,1,,,
671145,accessory,4,1,,1,,,
671147,accessory,1,1,,1,,,
671147,accessory,3,1,,1,,,
671147,accessory,4,1,,1,,,
671154,core,3,2,1,1,,1,
671157,accessory,1,1,,1,,,
671157,accessory,3,1,,1,,,
671157,accessory,4,1,,1,,,
671159,accessory,1,1,,1,,,
671159,accessory,3,1,,1,,,
671159,accessory,4,1,,1,,,
671166,accessory,1,1,,1,1,,
671166,accessory,4,1,,1,1,,
671179,accessory,1,1,,,1,,
671179,accessory,2,1,,,1,,
671179,accessory,4,1,,,1,,
671181,accessory,1,1,,1,,1,
671181,accessory,3,1,,1,,1,
671183,accessory,1,1,,,1,,
671183,accessory,2,1,,,1,,
671183,accessory,4,1,,,1,,
671184,accessory,1,1,,,1,,
671184,accessory,2,1,,,1,,
671184,accessory,4,1,,,1,,
671186,accessory,1,1,,1,,1,
671186,accessory,3,1,,1,,1,
671187,accessory,1,1,,1,,1,
671187,accessory,3,1,,1,,1,
671188,accessory,2,1,1,,,1,
671188,accessory,3,1,1,,,1,
671194,core,1,5,,1,2,,
671194,core,4,5,,1,2,,
671201,accessory,1,2,,2,2,1,
671202,accessory,1,1,,1,1,,
671202,accessory,4,1,,1,1,,
671204,accessory,1,1,,1,,1,
671204,accessory,3,1,,1,,1,
671206,accessory,1,1,,,,1,
671206,accessory,2,1,,,,1,
671206,accessory,3,1,,,,1,
671214,accessory,2,1,1,,1,,
671214,accessory,4,1,1,,1,,
671219,accessory,1,2,,1,2,2,
671222,accessory,1,1,,1,,,
671222,accessory,3,1,,1,,,
671222,accessory,4,1,,1,,,
671224,accessory,1,1,,,1,,
671224,accessory,2,1,,,1,,
671224,accessory,4,1,,,1,,
671225,accessory,3,1,1,1,,,
671225,accessory,4,1,1,1,,,
671226,core,4,7,2,5,2,,
671227,core,2,2,1,,1,,
671227,core,4,2,1,,1,,
671228,core,2,2,1,,1,1,
671230,core,2,3,1,,2,,
671230,core,4,3,1,,2,,
671231,accessory,1,2,,1,2,1,
671232,accessory,2,1,1,,1,,
671232,accessory,4,1,1,,1,,
671233,accessory,1,1,,,1,,
671233,accessory,2,1,,,1,,
671233,accessory,4,1,,,1,,
671234,accessory,1,1,,,1,,
671234,accessory,2,1,,,1,,
671234,accessory,4,1,,,1,,
671239,accessory,1,1,,,,1,
671239,accessory,2,1,,,,1,
671239,accessory,3,1,,,,1,
671241,accessory,1,1,,,1,,
671241,accessory,2,1,,,1,,
671241,accessory,4,1,,,1,,
671242,accessory,1,1,,,1,,
671242,accessory,2,1,,,1,,
671242,accessory,4,1,,,1,,
671250,core,1,2,,,1,,
671250,core,2,2,,,1,,
671250,core,4,2,,,1,,
671259,accessory,1,1,,1,1,,
671259,accessory,4,1,,1,1,,
671263,accessory,1,1,,,1,,
671263,accessory,2,1,,,1,,
671263,accessory,4,1,,,1,,
671264,accessory,1,1,,,1,,
671264,accessory,2,1,,,1,,
671264,accessory,4,1,,,1,,
671265,core,1,4,,1,1,1,
671267,accessory,2,1,1,,1,,
671267,accessory,4,1,1,,1,,
671270,accessory,1,1,,,1,,
671270,accessory,2,1,,,1,,
671270,accessory,4,1,,,1,,
671272,accessory,1,1,,,,1,
671272,accessory,2,1,,,,1,
671272,accessory,3,1,,,,1,
671274,accessory,1,1,,,1,,
671274,accessory,2,1,,,1,,
671274,accessory,4,1,,,1,,
671277,accessory,1,1,,1,,1,
671277,accessory,3,1,,1,,1,
671282,accessory,1,1,,,1,,
671282,accessory,2,1,,,1,,
671282,accessory,4,1,,,1,,
671283,accessory,2,1,1,,,,
671283,accessory,3,1,1,,,,
671283,accessory,4,1,1,,,,
671287,core,1,2,,1,1,1,
671289,accessory,1,1,,1,,,
671289,accessory,3,1,,1,,,
671289,accessory,4,1,,1,,,
671294,accessory,1,1,,1,1,,
671294,accessory,4,1,,1,1,,
671305,core,3,2,1,1,,1,
671311,accessory,2,1,1,,,,
671311,accessory,3,1,1,,,,
671311,accessory,4,1,1,,,,
671319,accessory,1,1,,,1,,
671319,accessory,2,1,,,1,,
671319,accessory,4,1,,,1,,
671321,accessory,1,1,,1,,1,
671321,accessory,3,1,,1,,1,
671322,accessory,1,1,,1,1,,
671322,accessory,4,1,,1,1,,
671324,accessory,1,1,,1,,1,
671324,accessory,3,1,,1,,1,
671325,accessory,3,3,1,2,,3,
671328,accessory,1,1,,,1,,
671328,accessory,2,1,,,1,,
671328,accessory,4,1,,,1,,
671336,accessory,1,1,,1,1,,
671336,accessory,4,1,,1,1,,
671337,accessory,1,1,,,1,1,
671337,accessory,2,1,,,1,1,
671338,core,1,2,,,1,,
671338,core,2,2,,,1,,
671338,core,4,2,,,1,,
671340,accessory,1,1,,1,1,,
671340,accessory,4,1,,1,1,,
671345,accessory,1,1,,,1,,
671345,accessory,2,1,,,1,,
671345,accessory,4,1,,,1,,
671351,accessory,1,1,,1,1,,
671351,accessory,4,1,,1,1,,
671352,accessory,1,1,,1,1,,
671352,accessory,4,1,,1,1,,
671355,accessory,4,2,1,2,2,,
671356,accessory,1,1,,1,1,,
671356,accessory,4,1,,1,1,,
671357,accessory,2,2,1,,2,2,
671360,core,2,3,1,,,2,
671360,core,3,3,1,,,2,
671361,core,2,3,2,,2,2,
671362,accessory,2,1,1,,1,,
671362,accessory,4,1,1,,1,,
671364,accessory,1,1,,1,,1,
671364,accessory,3,1,,1,,1,
671372,core,2,2,1,,1,1,
671377,accessory,2,1,1,,,,
671377,accessory,3,1,1,,,,
671377,accessory,4,1,1,,,,
671378,accessory,1,1,,,1,1,
671378,accessory,2,1,,,1,1,
671379,accessory,3,1,1,1,,,
671379,accessory,4,1,1,1,,,
671390,core,1,2,,1,1,,
671390,core,4,2,,1,1,,
671391,accessory,1,1,,1,1,,
671391,accessory,4,1,,1,1,,
671395,accessory,1,1,,,1,,
671395,accessory,2,1,,,1,,
671395,accessory,4,1,,,1,,
671403,core,4,2,1,1,1,,
671404,accessory,1,2,,2,1,2,
671414,accessory,1,1,,,,1,
671414,accessory,2,1,,,,1,
671414,accessory,3,1,,,,1,
671417,accessory,3,1,1,1,,,
671417,accessory,4,1,1,1,,,
671418,accessory,1,1,,1,1,,
671418,accessory,4,1,,1,1,,
671427,core,2,2,1,,1,1,
671428,accessory,1,1,,1,,,
671428,accessory,3,1,,1,,,
671428,accessory,4,1,,1,,,
671431,accessory,1,1,,,,1,
671431,accessory,2,1,,,,1,
671431,accessory,3,1,,,,1,
671435,accessory,1,1,,,,1,
671435,accessory,2,1,,,,1,
671435,accessory,3,1,,,,1,
671438,core,1,2,,1,1,1,
671442,core,2,2,1,,,,
671442,core,3,2,1,,,,
671442,core,4,2,1,,,,
671443,core,1,2,,1,1,1,
671445,accessory,2,1,1,,,,
671445,accessory,3,1,1,,,,
671445,accessory,4,1,1,,,,
671452,core,1,2,,,,1,
671452,core,2,2,,,,1,
671452,core,3,2,,,,1,
671454,accessory,1,2,,1,2,1,
671455,accessory,1,1,,,1,,
671455,accessory,2,1,,,1,,
671455,accessory,4,1,,,1,,
671459,accessory,1,1,,1,,,
671459,accessory,3,1,,1,,,
671459,accessory,4,1,,1,,,
671460,accessory,1,1,,1,,1,
671460,accessory,3,1,,1,,1,
671462,accessory,1,1,,1,,1,
671462,accessory,3,1,,1,,1,
671463,accessory,1,1,,1,1,,
671463,accessory,4,1,,1,1,,
671464,accessory,1,1,,1,,,
671464,accessory,3,1,,1,,,
671464,accessory,4,1,,1,,,
671468,accessory,1,1,,1,,1,
671468,accessory,3,1,,1,,1,
671473,accessory,1,1,,1,1,,
671473,accessory,4,1,,1,1,,
671474,accessory,1,1,,1,1,,
671474,accessory,4,1,,1,1,,
671481,accessory,1,1,,1,,1,
671481,accessory,3,1,,1,,1,
671482,accessory,1,1,,1,,1,
671482,accessory,3,1,,1,,1,
671496,core,1,2,,,1,,
671496,core,2,2,,,1,,
671496,core,4,2,,,1,,
671505,accessory,2,1,1,,,1,
671505,accessory,3,1,1,,,1,
671507,accessory,2,1,1,,,,
671507,accessory,3,1,1,,,,
671507,accessory,4,1,1,,,,
671509,accessory,2,1,1,,,,
671509,accessory,3,1,1,,,,
671509,accessory,4,1,1,,,,
671510,accessory,1,1,,1,,,
671510,accessory,3,1,,1,,,
671510,accessory,4,1,,1,,,
671512,accessory,2,1,1,,,,
671512,accessory,3,1,1,,,,
671512,accessory,4,1,1,,,,
671515,accessory,2,1,1,,,,
671515,accessory,3,1,1,,,,
671515,accessory,4,1,1,,,,
671516,core,2,2,1,,,,
671516,core,3,2,1,,,,
671516,core,4,2,1,,,,
671519,accessory,2,1,1,,,,
671519,accessory,3,1,1,,,,
671519,accessory,4,1,1,,,,
671525,accessory,1,1,,1,1,,
671525,accessory,4,1,,1,1,,
671544,accessory,2,1,1,,,,
671544,accessory,3,1,1,,,,
671544,accessory,4,1,1,,,,
671561,accessory,2,1,1,,,,
671561,accessory,3,1,1,,,,
671561,accessory,4,1,1,,,,
671562,accessory,2,1,1,,,1,
671562,accessory,3,1,1,,,1,
671563,accessory,3,1,1,1,,,
671563,accessory,4,1,1,1,,,
671568,accessory,2,1,1,,,,
671568,accessory,3,1,1,,,,
671568,accessory,4,1,1,,,,
671570,core,2,2,1,,,,
671570,core,3,2,1,,,,
671570,core,4,2,1,,,,
671571,accessory,1,1,,,,1,
671571,accessory,2,1,,,,1,
671571,accessory,3,1,,,,1,
671572,core,1,2,,,,1,
671572,core,2,2,,,,1,
671572,core,3,2,,,,1,
671573,core,1,2,,,1,,
671573,core,2,2,,,1,,
671573,core,4,2,,,1,,
671574,core,1,2,,1,,1,
671574,core,3,2,,1,,1,
671575,core,4,2,1,1,1,,
671576,accessory,1,1,,,,1,
671576,accessory,2,1,,,,1,
671576,accessory,3,1,,,,1,
671577,accessory,2,1,1,,,,
671577,accessory,3,1,1,,,,
671577,accessory,4,1,1,,,,
671578,accessory,2,1,1,,,,
671578,accessory,3,1,1,,,,
671578,accessory,4,1,1,,,,
671579,accessory,2,1,1,,1,,
671579,accessory,4,1,1,,1,,
671581,accessory,2,1,1,,,,
671581,accessory,3,1,1,,,,
671581,accessory,4,1,1,,,,
671586,accessory,1,1,,,1,1,
671586,accessory,2,1,,,1,1,
671589,accessory,2,1,1,,,1,
671589,accessory,3,1,1,,,1,
671591,accessory,1,1,,,,1,
671591,accessory,2,1,,,,1,
671591,accessory,3,1,,,,1,
671593,accessory,1,1,,,,1,
671593,accessory,2,1,,,,1,
671593,accessory,3,1,,,,1,
671594,accessory,1,1,,1,,,
671594,accessory,3,1,,1,,,
671594,accessory,4,1,,1,,,
671595,accessory,1,1,,,,1,
671595,accessory,2,1,,,,1,
671595,accessory,3,1,,,,1,
671596,accessory,1,1,,1,,1,
671596,accessory,3,1,,1,,1,
671603,accessory,1,1,,,,1,
671603,accessory,2,1,,,,1,
671603,accessory,3,1,,,,1,
671612,accessory,2,1,1,,,1,
671612,accessory,3,1,1,,,1,
671614,accessory,1,1,,,,1,
671614,accessory,2,1,,,,1,
671614,accessory,3,1,,,,1,
671615,core,1,2,,,1,,
671615,core,2,2,,,1,,
671615,core,4,2,,,1,,
671622,accessory,1,1,,1,,1,
671622,accessory,3,1,,1,,1,
671638,accessory,1,1,,1,,,
671638,accessory,3,1,,1,,,
671638,accessory,4,1,,1,,,
671639,accessory,1,1,,,1,,
671639,accessory,2,1,,,1,,
671639,accessory,4,1,,,1,,
671641,accessory,1,1,,,1,,
671641,accessory,2,1,,,1,,
671641,accessory,4,1,,,1,,
671646,accessory,1,1,,,,1,
671646,accessory,2,1,,,,1,
671646,accessory,3,1,,,,1,
671648,accessory,1,1,,,,1,
671648,accessory,2,1,,,,1,
671648,accessory,3,1,,,,1,
671653,accessory,1,1,,1,1,,
671653,accessory,4,1,,1,1,,
671654,accessory,2,1,1,,1,,
671654,accessory,4,1,1,,1,,
671655,accessory,1,1,,1,,1,
671655,accessory,3,1,,1,,1,
671656,accessory,1,1,,1,,1,
671656,accessory,3,1,,1,,1,
671657,accessory,2,1,1,,1,,
671657,accessory,4,1,1,,1,,
671658,accessory,2,1,1,,1,,
671658,accessory,4,1,1,,1,,
671660,accessory,1,1,,,1,,
671660,accessory,2,1,,,1,,
671660,accessory,4,1,,,1,,
671662,accessory,1,1,,,1,1,
671662,accessory,2,1,,,1,1,
671665,core,2,2,1,,1,,
671665,core,4,2,1,,1,,
671672,accessory,1,1,,,,1,
671672,accessory,2,1,,,,1,
671672,accessory,3,1,,,,1,
671679,accessory,1,1,,,,1,
671679,accessory,2,1,,,,1,
671679,accessory,3,1,,,,1,
671680,accessory,1,1,,1,,1,
671680,accessory,3,1,,1,,1,
671681,accessory,1,3,,1,3,3,
671682,accessory,1,1,,,1,1,
671682,accessory,2,1,,,1,1,
671684,accessory,1,1,,,,1,
671684,accessory,2,1,,,,1,
671684,accessory,3,1,,,,1,
671687,accessory,1,1,,1,,1,
671687,accessory,3,1,,1,,1,
671692,accessory,1,1,,,,1,
671692,accessory,2,1,,,,1,
671692,accessory,3,1,,,,1,
671695,accessory,1,1,,,,1,
671695,accessory,2,1,,,,1,
671695,accessory,3,1,,,,1,
671696,core,3,5,1,1,,1,
671698,accessory,1,1,,1,,,
671698,accessory,3,1,,1,,,
671698,accessory,4,1,,1,,,
671699,accessory,1,2,,2,1,2,
671705,accessory,1,1,,,1,,
671705,accessory,2,1,,,1,,
671705,accessory,4,1,,,1,,
671706,accessory,2,1,1,,1,,
671706,accessory,4,1,1,,1,,
671707,accessory,1,2,,1,2,1,
671710,core,2,3,1,,1,1,
671712,accessory,1,1,,1,,1,
671712,accessory,3,1,,1,,1,
671715,accessory,1,1,,,,1,
671715,accessory,2,1,,,,1,
671715,accessory,3,1,,,,1,
671718,accessory,4,2,1,2,2,,
671724,accessory,1,1,,1,,1,
671724,accessory,3,1,,1,,1,
671727,accessory,1,1,,1,,1,
671727,accessory,3,1,,1,,1,
671732,accessory,1,1,,,,1,
671732,accessory,2,1,,,,1,
671732,accessory,3,1,,,,1,
671735,accessory,1,1,,1,1,,
671735,accessory,4,1,,1,1,,
671736,accessory,1,1,,1,1,,
671736,accessory,4,1,,1,1,,
671738,accessory,1,1,,,,1,
671738,accessory,2,1,,,,1,
671738,accessory,3,1,,,,1,
671740,accessory,1,1,,1,,,
671740,accessory,3,1,,1,,,
671740,accessory,4,1,,1,,,
671741,accessory,1,1,,1,1,,
671741,accessory,4,1,,1,1,,
671743,accessory,2,1,1,,1,,
671743,accessory,4,1,1,,1,,
671744,accessory,1,1,,1,,,
671744,accessory,3,1,,1,,,
671744,accessory,4,1,,1,,,
671746,accessory,1,1,,,,1,
671746,accessory,2,1,,,,1,
671746,accessory,3,1,,,,1,
671749,accessory,1,1,,,,1,
671749,accessory,2,1,,,,1,
671749,accessory,3,1,,,,1,
671753,accessory,1,1,,,,1,
671753,accessory,2,1,,,,1,
671753,accessory,3,1,,,,1,
671759,accessory,1,1,,,,1,
671759,accessory,2,1,,,,1,
671759,accessory,3,1,,,,1,
671772,core,1,2,,1,1,1,
671773,accessory,1,1,,1,,,
671773,accessory,3,1,,1,,,
671773,accessory,4,1,,1,,,
671774,accessory,1,1,,1,1,,
671774,accessory,4,1,,1,1,,
671781,accessory,1,1,,1,1,,
671781,accessory,4,1,,1,1,,
671782,accessory,1,1,,1,1,,
671782,accessory,4,1,,1,1,,
671787,accessory,3,3,3,1,,3,
671788,accessory,1,1,,1,,,
671788,accessory,3,1,,1,,,
671788,accessory,4,1,,1,,,
671795,accessory,1,1,,,,1,
671795,accessory,2,1,,,,1,
671795,accessory,3,1,,,,1,
671796,accessory,2,1,1,,1,,
671796,accessory,4,1,1,,1,,
671801,accessory,1,1,,,,1,
671801,accessory,2,1,,,,1,
671801,accessory,3,1,,,,1,
671802,accessory,1,1,,1,,,
671802,accessory,3,1,,1,,,
671802,accessory,4,1,,1,,,
671805,accessory,1,1,,,,1,
671805,accessory,2,1,,,,1,
671805,accessory,3,1,,,,1,
671811,core,4,2,1,1,1,,
671816,accessory,1,1,,,1,1,
671816,accessory,2,1,,,1,1,
671817,accessory,1,1,,1,,,
671817,accessory,3,1,,1,,,
671817,accessory,4,1,,1,,,
671821,accessory,1,1,,,1,,
671821,accessory,2,1,,,1,,
671821,accessory,4,1,,,1,,
671824,accessory,4,2,1,2,2,,
671826,accessory,1,1,,,,1,
671826,accessory,2,1,,,,1,
671826,accessory,3,1,,,,1,
671830,accessory,1,2,,2,2,1,
671832,accessory,1,1,,,,1,
671832,accessory,2,1,,,,1,
671832,accessory,3,1,,,,1,
671834,accessory,1,1,,,,1,
671834,accessory,2,1,,,,1,
671834,accessory,3,1,,,,1,
671839,accessory,1,1,,1,,,
671839,accessory,3,1,,1,,,
671839,accessory,4,1,,1,,,
671843,accessory,1,1,,,,1,
671843,accessory,2,1,,,,1,
671843,accessory,3,1,,,,1,
671845,accessory,1,1,,,,1,
671845,accessory,2,1,,,,1,
671845,accessory,3,1,,,,1,
671847,accessory,1,1,,1,,,
671847,accessory,3,1,,1,,,
671847,accessory,4,1,,1,,,
671848,accessory,2,1,1,,1,,
671848,accessory,4,1,1,,1,,
671859,accessory,1,1,,,,1,
671859,accessory,2,1,,,,1,
671859,accessory,3,1,,,,1,
671867,accessory,1,1,,,,1,
671867,accessory,2,1,,,,1,
671867,accessory,3,1,,,,1,
671872,accessory,1,1,,,,1,
671872,accessory,2,1,,,,1,
671872,accessory,3,1,,,,1,
671875,accessory,1,1,,1,,1,
671875,accessory,3,1,,1,,1,
671880,accessory,1,1,,1,,,
671880,accessory,3,1,,1,,,
671880,accessory,4,1,,1,,,
671881,accessory,1,1,,1,1,,
671881,accessory,4,1,,1,1,,
671883,accessory,1,1,,,,1,
671883,accessory,2,1,,,,1,
671883,accessory,3,1,,,,1,
671884,accessory,1,1,,1,,,
671884,accessory,3,1,,1,,,
671884,accessory,4,1,,1,,,
671885,accessory,1,1,,1,1,,
671885,accessory,4,1,,1,1,,
671887,accessory,1,1,,1,,,
671887,accessory,3,1,,1,,,
671887,accessory,4,1,,1,,,
671889,accessory,1,1,,1,,,
671889,accessory,3,1,,1,,,
671889,accessory,4,1,,1,,,
671890,accessory,1,1,,,,1,
671890,accessory,2,1,,,,1,
671890,accessory,3,1,,,,1,
671892,accessory,1,1,,1,,,
671892,accessory,3,1,,1,,,
671892,accessory,4,1,,1,,,
671893,accessory,1,1,,,,1,
671893,accessory,2,1,,,,1,
671893,accessory,3,1,,,,1,
671898,accessory,1,1,,,,1,
671898,accessory,2,1,,,,1,
671898,accessory,3,1,,,,1,
671900,accessory,1,1,,1,,,
671900,accessory,3,1,,1,,,
671900,accessory,4,1,,1,,,
671903,accessory,1,1,,1,,,
671903,accessory,3,1,,1,,,
671903,accessory,4,1,,1,,,
671904,core,1,2,,1,1,1,
671905,accessory,1,1,,,,1,
671905,accessory,2,1,,,,1,
671905,accessory,3,1,,,,1,
671906,accessory,1,1,,1,,1,
671906,accessory,3,1,,1,,1,
671909,accessory,1,1,,1,,,
671909,accessory,3,1,,1,,,
671909,accessory,4,1,,1,,,
671913,accessory,1,1,,1,,1,
671913,accessory,3,1,,1,,1,
671927,accessory,1,1,,1,,,
671927,accessory,3,1,,1,,,
671927,accessory,4,1,,1,,,
671932,accessory,1,1,,,,1,
671932,accessory,2,1,,,,1,
671932,accessory,3,1,,,,1,
671933,core,2,2,1,,1,1,
671934,accessory,1,1,,,1,,
671934,accessory,2,1,,,1,,
671934,accessory,4,1,,,1,,
671938,accessory,1,1,,,,1,
671938,accessory,2,1,,,,1,
671938,accessory,3,1,,,,1,
671943,accessory,1,1,,1,,1,
671943,accessory,3,1,,1,,1,
671954,accessory,1,1,,,,1,
671954,accessory,2,1,,,,1,
671954,accessory,3,1,,,,1,
671956,accessory,1,1,,,1,,
671956,accessory,2,1,,,1,,
671956,accessory,4,1,,,1,,
671958,accessory,1,1,,,,1,
671958,accessory,2,1,,,,1,
671958,accessory,3,1,,,,1,
671966,accessory,1,1,,,1,1,
671966,accessory,2,1,,,1,1,
671967,accessory,3,1,1,1,,,
671967,accessory,4,1,1,1,,,
671969,accessory,1,1,,,1,1,
671969,accessory,2,1,,,1,1,
671973,accessory,1,1,,,,1,
671973,accessory,2,1,,,,1,
671973,accessory,3,1,,,,1,
671975,core,1,2,,,,1,
671975,core,2,2,,,,1,
671975,core,3,2,,,,1,
671976,core,4,2,1,1,1,,
671977,accessory,1,1,,,,1,
671977,accessory,2,1,,,,1,
671977,accessory,3,1,,,,1,
671978,accessory,1,1,,1,,,
671978,accessory,3,1,,1,,,
671978,accessory,4,1,,1,,,
671981,accessory,1,1,,,,1,
671981,accessory,2,1,,,,1,
671981,accessory,3,1,,,,1,
671983,accessory,1,1,,1,1,,
671983,accessory,4,1,,1,1,,
671988,core,4,3,1,1,1,,
672002,accessory,1,1,,,,1,
672002,accessory,2,1,,,,1,
672002,accessory,3,1,,,,1,
672006,core,2,2,1,,1,1,
672007,core,2,2,1,,1,1,
672008,accessory,1,1,,,,1,
672008,accessory,2,1,,,,1,
672008,accessory,3,1,,,,1,
672009,accessory,1,1,,,,1,
672009,accessory,2,1,,,,1,
672009,accessory,3,1,,,,1,
672010,accessory,1,1,,,1,1,
672010,accessory,2,1,,,1,1,
672013,accessory,1,1,,,1,1,
672013,accessory,2,1,,,1,1,
672015,accessory,1,2,,,1,2,
672015,accessory,2,2,,,1,2,
672017,accessory,1,1,,1,,,
672017,accessory,3,1,,1,,,
672017,accessory,4,1,,1,,,
672018,accessory,2,1,1,,,,
672018,accessory,3,1,1,,,,
672018,accessory,4,1,1,,,,
672019,accessory,1,1,,1,,1,
672019,accessory,3,1,,1,,1,
672020,accessory,2,1,1,,1,,
672020,accessory,4,1,1,,1,,
672030,accessory,1,1,,1,,,
672030,accessory,3,1,,1,,,
672030,accessory,4,1,,1,,,
672032,accessory,1,1,,1,,,
672032,accessory,3,1,,1,,,
672032,accessory,4,1,,1,,,
672036,accessory,1,1,,,,1,
672036,accessory,2,1,,,,1,
672036,accessory,3,1,,,,1,
672038,accessory,1,1,,,,1,
672038,accessory,2,1,,,,1,
672038,accessory,3,1,,,,1,
672041,accessory,1,1,,,,1,
672041,accessory,2,1,,,,1,
672041,accessory,3,1,,,,1,
672044,accessory,2,1,1,,,,
672044,accessory,3,1,1,,,,
672044,accessory,4,1,1,,,,
672049,accessory,1,1,,1,1,,
672049,accessory,4,1,,1,1,,
672052,accessory,1,1,,,1,1,
672052,accessory,2,1,,,1,1,
672055,core,3,2,1,1,,1,
672060,accessory,1,1,,,,1,
672060,accessory,2,1,,,,1,
672060,accessory,3,1,,,,1,
672062,accessory,1,1,,,,1,
672062,accessory,2,1,,,,1,
672062,accessory,3,1,,,,1,
672066,accessory,3,3,2,3,,3,
672067,accessory,1,1,,,,1,
672067,accessory,2,1,,,,1,
672067,accessory,3,1,,,,1,
672068,accessory,1,1,,,1,,
672068,accessory,2,1,,,1,,
672068,accessory,4,1,,,1,,
672075,accessory,1,1,,,,1,
672075,accessory,2,1,,,,1,
672075,accessory,3,1,,,,1,
672076,accessory,1,1,,1,1,,
672076,accessory,4,1,,1,1,,
672078,accessory,1,2,,1,1,2,
672079,accessory,1,1,,1,,,
672079,accessory,3,1,,1,,,
672079,accessory,4,1,,1,,,
672080,accessory,1,1,,,1,,
672080,accessory,2,1,,,1,,
672080,accessory,4,1,,,1,,
672081,accessory,1,1,,,,1,
672081,accessory,2,1,,,,1,
672081,accessory,3,1,,,,1,
672082,accessory,1,1,,,1,1,
672082,accessory,2,1,,,1,1,
672083,accessory,1,1,,1,,,
672083,accessory,3,1,,1,,,
672083,accessory,4,1,,1,,,
672084,accessory,1,1,,1,,,
672084,accessory,3,1,,1,,,
672084,accessory,4,1,,1,,,
672085,accessory,1,1,,1,,1,
672085,accessory,3,1,,1,,1,
672086,accessory,1,1,,1,,1,
672086,accessory,3,1,,1,,1,
672090,accessory,1,1,,,,1,
672090,accessory,2,1,,,,1,
672090,accessory,3,1,,,,1,
672093,accessory,1,1,,,,1,
672093,accessory,2,1,,,,1,
672093,accessory,3,1,,,,1,
672097,accessory,1,2,,1,2,2,
672098,accessory,1,1,,1,,,
672098,accessory,3,1,,1,,,
672098,accessory,4,1,,1,,,
672101,accessory,1,1,,1,,,
672101,accessory,3,1,,1,,,
672101,accessory,4,1,,1,,,
672105,accessory,1,1,,,,1,
672105,accessory,2,1,,,,1,
672105,accessory,3,1,,,,1,
672107,accessory,1,1,,,,1,
672107,accessory,2,1,,,,1,
672107,accessory,3,1,,,,1,
672108,core,2,2,1,,1,1,
672111,accessory,1,1,,,,1,
672111,accessory,2,1,,,,1,
672111,accessory,3,1,,,,1,
672112,accessory,1,1,,,,1,
672112,accessory,2,1,,,,1,
672112,accessory,3,1,,,,1,
672113,accessory,1,1,,,,1,
672113,accessory,2,1,,,,1,
672113,accessory,3,1,,,,1,
672114,core,3,2,1,1,,,
672114,core,4,2,1,1,,,
672117,accessory,1,1,,1,,1,
672117,accessory,3,1,,1,,1,
672123,accessory,1,1,,,,1,
672123,accessory,2,1,,,,1,
672123,accessory,3,1,,,,1,
672129,accessory,1,1,,,1,1,
672129,accessory,2,1,,,1,1,
672130,accessory,3,1,1,1,,,
672130,accessory,4,1,1,1,,,
672138,core,1,2,,1,1,1,
672139,accessory,1,1,,1,,1,
672139,accessory,3,1,,1,,1,
672142,accessory,1,3,,2,2,3,
672144,accessory,4,3,3,3,2,,
672148,accessory,1,1,,,1,1,
672148,accessory,2,1,,,1,1,
672156,accessory,1,1,,,,1,
672156,accessory,2,1,,,,1,
672156,accessory,3,1,,,,1,
672159,core,2,2,1,,1,1,
672176,accessory,1,1,,,,1,
672176,accessory,2,1,,,,1,
672176,accessory,3,1,,,,1,
672183,accessory,1,1,,,1,,
672183,accessory,2,1,,,1,,
672183,accessory,4,1,,,1,,
672185,accessory,1,1,,,1,1,
672185,accessory,2,1,,,1,1,
